Review Text,Sentiment Score,Sentiment,sentiment_strength
sports coach learn best course helped retain courses learning sports coaching accountancy finance management struggling retain unable use lessons corona lock downthis course showed brain works analogies good plan study retain learn also help reinforce keep information need different things stay healthy cook etcthe second category value provided course helps create learning process make learning deeper help keep procrastination bay teach reduce dependency motivation power various projectsits life skill learning learngrateful found course,0.49,Positive,Weak
procrastinating preparation series somehow ended signup page course sounded interesting since already difficulty studying figured id give try expected say learned learn course understatement dr barbara oakley drterry snejowski team integrate current information sophisticated concepts effective techniques simple educational message broad audience understand tools gain class universally applicable always useful time commitment light convenient flexible works anyones schedule instructors dr oakley dr sejnowski warm welcoming motivating coursework something everyone learn,0.52,Positive,Strong
highly recommend informative course anyone pursuing educational courses interested lifelong learning became interested course coursera reading dr oakleys mindshift book ive gained many valuable insights ive started applying projects home work plan put techniques work upcoming moocs tips overcoming procrastination helping make significant progress home organization efforts putting months listening encouraging course lectures online drs oakley sejnowski use gentle humor fun illustrations engaging manner communicate valuable tips im looking forward joining courses developed big thank helping jumpstart new journey learning,0.46,Positive,Weak
amazing absolutely amazing course exceptionally simple understand every technique example given could imagine put learning habits verification leading able point problems exactly dr barbara points problem also gives solution easy follow understand optional interviews also quite good eye opening terms various kinds learners different combinations techniques apply well lastly pace friendly way teaching dr barbara built certain amount confidence enter new courses subjects thank drbarbara oakley drterry sejnowski coursera recommend course especially trying things comfort zone,0.54,Positive,Strong
practical useful course applies people age groups disciplines concepts techniques useful become aware brain learns new material adopt effective learning strategies lives although school anymore able incorporate teachings regular schedule like reading books viewing videos taking online courses demanding course makes easy recommendation even squeezed time also helps instructors keep motivating atmosphere cognizant participants stages learning difficulties bonus interviews experts various different fields great get another perspective manage learn effectively,0.62,Positive,Strong
upcoming junior high school discovered class central one teachers searched course wanted dedicate time better student individual came across one happy grateful throughout instructors constructed course interesting intriguing fun foundation guidance energetic teaching able grasp new ways look take studies valuable take away entire course pomodoro method apply academics daily far worked efficiently helped slowly suppress procrastination really really recommend students anyone finds need selfenriching guidance,0.48,Positive,Weak
great course completed two years long breaks sessions though didnt deliberately think better complete way slowly letting lessons sink instead finishing one go content delivered pretty simple something every person needs know since improving essential improving society basic lessons help learn anything faster thoroughly reason course awesome deals bottleneck current generations personal development process ie know little learn effectively course deals pretty welleveryone start course pretty decent chance little drive youll able complete ithappy learning,0.42,Neutral,Weak
course really great people dont habit learning new things course definitely hep deal scientific logical art literature technology type topic helps us get confidence learn anything everything matter time people fast slow understanding context important foundation come understanding using best techniques learn new things metaphors analogy used learning order shift transfer items current working memory long term memory periodically recall attend test avoid triggers procrastination prepared well relaxed final test better excited learning processes automatically get result,0.51,Positive,Strong
course extremely interesting useful regardless age profession future prospects already knew covered regarding brain techniques everything superficially course goes indepth lot known things brain procrastination time management etc summarizes well addition dispelling false knowledge domains course well structured comprises regular quizzes tests although seemingly silly help lot memorizing contents realizing true explained also offers wide range additional material video interviews reading anyone wanting dig even deeper one particular subject personally enjoyed beginning end,0.24,Neutral,Weak
course amazing teaches us many interesting things brain works experience related mental models best ways make learning journey easy fun experience didnt know much stuff course even though learner love learn im trying find every day way improve learning learn provides us practical biological explanation effectively learn subject moreover found extra interviews interesting want thank barbara oakley terrence sejnowski whole leaning learn team made great job loved course thank guys hope every person taking course meaningful life full thriving joy,0.73,Positive,Strong
absolutely loved courseits fun confidencebooster completely changed way study think world around love takes concepts would normally intimidating neural pathways diffuse focus modes puts simple terms like pin ball paths zombies ive learned certain chemicals brain react way stimulates better plan learn subjects im taking course also special tips learning science algebra languages well better prepare tests take breaks efficiently course works ages levels middle school college subjects music theory chemistry favor enroll regret,0.58,Positive,Strong
learning learn fundamental subject would recommend everyone considers scholaracademicstudent life take course youre pondering becoming better learner improves everything youre studying wish course around high schooluniversity intro didnt hook right away like award winning tv series quickly became interesting course sectioned four parts introduction procrastination memory renaissance learning tips advice procrastinator benefited course tremendously enjoyed entire course section say confidence helping tafe studies right thank barbara terrance coursera creating mooc ancora imparo tri tran,0.58,Positive,Strong
amazing course inspire lot learning im kinda keen selfstudying course help lot things enhance selfstudy ability using focused diffuse modes studying practice makes perfect using pomodoro technique specific time enhance focus time break sports also important enhance brains activity many techniques avoid procrastination improve memory must figure lessons awesome many useful information visual examples awesome teaching ways professor barb oakley terry sejnowski like way talk teaching sharing also love interviews professor barb oakley many professional people fields learn lot,0.85,Positive,Strong
wasnt sure expect course signed struggles follow selfpaced online courses sure enough soon distracted next shiny new thing barely scratching surface came back several months years later bit time control time able go course entirety well worth got school university without ever learning disciplined enough study relying classmates notes dumb luck extremely eyeopening makes wish discovered years ago course didnt exist teachers great material relevant sometimes common sense explanations behind eyeopening,0.31,Neutral,Weak
absolutely loved course truly believe techniques taught primary school think would change lot lives better never taught techniques im yo hopefully working since barely finished high school thought higher education wasnt might worked generations back order able get want need go back school started course test abilities learn new things turns wasnt stupid didnt skills needed able good student actually feel little excited go back school rather afraid thank coursera dr barbara oakley dr terrence sejnowski,0.37,Neutral,Weak
clear crisp teaching one see much effort thinking design went constructing course especially appreciated use illustrations zombies vampire illustrate ideas creating powerful humorous visual associations material covered sections short concise making less threatening engage well feeling accomplishment progress also liked quiz questions werent tricking student rather testing part teaching process short teaching method put practice taught first coursera class ive taken true positive experience inspires take additional classes using course tips skills learned course,0.45,Positive,Weak
fantastic course anyone wanting learn solid proven studying techniques material presented easy understand format great course age group great visuals analogies lot humor interviews industry experts informative interesting many techniques tips learning provided along science behind find useful understand things work others dont explanations brain works especially helpful final project prepared powerpoint presentation many techniques tips course high schooler mind know study reader quick tips slides provide hope basics help get started,0.59,Positive,Strong
fantastic courseone wish taken years ago nuns always told shouldnt cram test never really told waiting till last minute admonition right eat everything plate nice sister know would actually learn probably study less long run far better school studied regular intervals actually tried recall materialas opposed highlighting text rereading chaptersi would less inclined put homework studying till last minute would done far better school remembered much classes course must anyone wants better learner whether math science humanities,0.37,Neutral,Weak
finished great course learning learn finally understood reason great popularity although learning process tips may seem simple logical design course outstanding highly creative course applies practically princibles conveys already videos brilliant addition instructors teach ways tips learning important neuroscience provide great amount resources research papers make subconscious mind aware importance learn material course also intends change mindset importance continuous learning exploring potentials whole life great exciting experience,0.76,Positive,Strong
superb course simply exceptional course hit home many problems ive faced throughout life studying learning tasks consider important daily basis material fun engaging intuitive interesting professor oakely dr sejnowski done marvelous job producing great course presented material exceptional grace compassion say ive enjoyed journey course taken would understatement one important experiences ive ever cannot thank enough recommending course many people believe course timely anyone age level education stars possible ones thank much,0.8,Positive,Strong
learning learn beginner level study skills course content compared sorts text books written junior year college students help put things order beginning however course informed recent neuroscience hear videos practical also simple truth brain works learn beginner level course doesnt take roots things teach technicality curious wont find answers makes specialist one target audience course general learning learn excellent job purpose course barbara oakleys book elaborate content highly recommended,0.48,Positive,Weak
ao buscar por um curso que tivesse elementos que agregariam conhecimentos na rea da neurocincia pude imaginar quanto este curso tinha tudo que eu procurava timo contedo bem administrado por instrutures comprometidos com boa didtica e principalmente com excelentes formaes acadmicas professora barbara oakley tem um carisma espetacular sabe se expressar e sua calma nos transmite seu conhecimento mas sua experincia de vida adorei ter sido seu aluno professor terrence sejnowski tem profundo conhecimento em neurocincia e abordou assuntos super interessantes de forma clara e objetiva curso deve fazer parte currculo de todo profissional que busca complementar sua especialidade pois aumenta potencialmente sua qualificao todos esto de parabns pela criao deste curso,0.62,Positive,Strong
useful course taken life lessons practical useful see much improvement learning abilities confident taking course adopting techniques learned class learning new subjects advance career working years college many doubts learning abilities particular new subjects course cleared doubts dusted core abilities great collaboration instructors dr barbara oakley dr terrence sejnowski inspired dr barbara oakley bachelors masters degrees engineering best value money grateful dr barbara oakley dr terrence sejnowski putting invaluable course best regards,0.8,Positive,Strong
first heard course others learning program finally decided start im glad barbara oakley terrence sejnowski clearly know theyre talking lessons information opened eyes efficiently learn likely pour notes make sure learning correctlywhat found interesting sleep rids brain metabolic toxins two modes thinking focused diffused believe impact studies anyone fence taking course long interested improving would suggest taking free allthank making course im interested reading book wellbest regards,0.51,Positive,Strong
course absolutely brilliant opened eyes problems recently encountered making career change learning subject matter easily used course also provided easy implement strategies learning type subject matter well backing recommended strategies scientific fact relatable examples personal experiences learning sharing stories accomplished scholars scientists experienced failure selfdoubt journey success dr oakley dr senjowski presented material earth fun professional manner would highly recommend course anyone everyone wanting learn something new deepen learning topics already familiar,0.46,Positive,Weak
found lucky found course coursera attended completed course given professor barbara oakley course helped improve learning method also taught various things like various techniques increase learning power memory power etc apart course curriculum found informative interview sessions people professors different places gain whole bucket full information watching interviews going supplement material prof oakley included course suggest course everyone problem learning new things great course great professor thanks prof oakley teaching learning learn,0.55,Positive,Strong
course extremely beneficial people ages best approaches techniques helped learn understand materials effective manner knowing brain works applying things doesnt waste mental energy main purpose course faculties really helped especially ms barbara oakley much passionate much focused getting things understood students personally recommend everyone watch optional interviews gives us whole new perspective learn lot classes point didnt beat around bush one feature always look course special thanks much confident help lot life happy learning,0.48,Positive,Weak
dont learn think educational system repeat repeat symbiosis incorporate information coloring scratching doodling dont remember anything learning actually made sense years old saw meaning learning relearning difficult impossible review concepts learn degree mathematics lot saw course fits perfectly mathematics life sometimes skeptical see paid course possibility free immediately opt free one see course undoubtedly one deserves paid content didactics sharing knowledge thank barbara oakley dr terrence sejnowski,0.23,Neutral,Weak
great complete course throughout life browsed lot time seek solution better study memorizing tools many things like sometimes got sometimes didnt got course started saw getting everything package time course surprised every part course felt regret getting opportunity earlier stage life must convey thanks institution bangabandhu sheikh mujibur rahman maritime university bangladesh arranging sponsorship complete wonderful course sponsor commonwealth well obviously special thanks go course conductors nice deliveries related person also,0.63,Positive,Strong
fully love course omg would found course years ago would saved much stress questions learning anything bunch text books articles read know didnt right approach letting information lost jungle wasnt taking time form chunk another problems illusions competence taking brakes course lhl take brakes repeat material frequently try use diffused mode recall important information stick long term memory thank much barabara oakley interviews different personalities fresh demeanor explaining concepts facts love,0.49,Positive,Weak
content well comprehensible topics presented clearly manner understood students regardless level education already completed examples relatable like new techniques learning effectively supported research findings science behind brain working also opened mind debunk misconceptions relation studying learning im always excited discuss share already learned course students even family think also benefit since techniques applied academic nonacademic tasks contents wellthought far probably one excellent courses coursera,0.52,Positive,Strong
surprised totally covered courses independently finally finished efforts actually period learning courses online thought try learn last really kept learning courses everydays work thanks million highquality courses inspired challenge build learning style especially shared knowledge ang stories students class last least learning online realised dreams receiving education united states although never went us still learned amazing courses online us tahnks much offering chance people like broaden horizenbuild confidence expland life,0.27,Neutral,Weak
dear dr oakley dr sejnowski dedicated team back certainly part making wonderful mooc possible mentioned repeatedly course learning lifelong quest one enriching endeavours one right tools know acquire knowledge make learning process fun memorable mooc book offer tools already sent links especially son loves learning time genius procrastination teachers friends students hope get inspired way inspired definitely follow facebook best thank much wonderful learning experience,0.65,Positive,Strong
extremely useful course teaches skill view fundamental vital regardless lifestage impressive content remains relevant course first launched really appreciate techniques tips grounded deep understanding psychology neurology yet presented way thats accessible even may background fields instructors personable encouraging optional interviews well worth ones time decided take course aim helping children become effective learners personally benefited content well big thanks team put course together coursera making available,0.56,Positive,Strong
found course exceptionally helpful long time intimidated act learning afraid taking test making mistakes overcome fear thought would helpful get deeper understanding learning course deepened understanding learning gave valuable tools effectively approach learning also feel like changed perspective learning healthy one course deep emphasis process instead product learning focused process given sense enjoyment havent felt long time finished course relatively short time intent refer back often solidify understanding strongly recommend,0.37,Neutral,Weak
interesting engaging educational course taught motivating fun style keep glued screen learning learn gives solid understanding brain retains recalls information videos help beat procrastination use time efficiently learning new material memorize information different ways lots super testtaking tips though required reading barbara oakleys excellent book mind numbers wellwritten companion course suggested articles weeks studies enlightening interesting youll read many expected come wiser want create strong foundation learning new material course perfect choice,0.66,Positive,Strong
course absolutely fantastic anyone dealing learning difficulties even trying find ways efficient essential task learning new things tackles science behind minds capabilities retain information also focuses cognitive behavioural sides compelling keep learning age chapter procrastination motivation extremely useful decades struggling school career related courses finally feel recognize symptoms correct negative behaviours held back video lectures informative sometimes subjects presented touch humour helped remember usual beware zombies vampire bats,0.18,Neutral,Weak
amazing mooc although werent discoveries century techniques covered course suspected exist intuitive kinda knew course makes real easy see techniques use advantage result improve learning life general using techniques course right moment learned moved easily throughout course pretty much selfsolving thing need start every turn wheel gets easier interesting huge thanks barbara oakley dr terrence sejnowsky creating mooc helping people around world learn learn,0.66,Positive,Strong
course one best best mooc ive taken far dr oakley presented material thoughtful clear manner understood material easily approach teaching suggests learners use analogies metaphors example method better understand remember concept also uses methods present course material methods allowed well quizzes difficult past thought knew lot learn taking course mistaken course refers illusions competency know effective future learning endeavors well worth time effort take course,0.55,Positive,Strong
really helpful course many levels contains much contenti one two videos day almost every day finished make notes video means wrote key concepts lesson also try make memorable pictures gifs used ipad digital notes etci also used different colorssummary course introduced new concepts chunking wasnt aware also explains memory works methods could use learn better pomodoro spaced repetition recalling etci would definitively recommend course even people dont take tests love learn new things thanks barbara oakley dr terrence sejnowski free course,0.51,Positive,Strong
great course dr oakley dr senjnowski great learning learn course eyeopener able apply techniques course help overcome learning challenges procrastination bad learning habit like recalling spaced repetition overlearning much focus minor detailed concept wasting much time learned lot effective learning techniques never used heard chunking interleaving focused mode diffuse mode pomodoro looking forward applying knowledge techniques learned course help achieve better results future learning thank dr oakley dr senjnowski brining insightful impactful course coursera,0.58,Positive,Strong
great course age group pediatric surgeon studying medicine specialization years course enlightened techniques subconscious idea techniques using factual reproducible course able understand techniques much better reproduce techniques without middle major task usually techniques came brain got activated max due deadline studies course think achieve learning efficiently course new people like treasure recommend coursera consider must course starting courses website,0.38,Neutral,Weak
really best course wishing learn blocked many new themes trying learn giving many really didnt know trying wrong method im surprised themes im trying flowing well applying techniques learned course well structured empathy authors makes learn like class best teachers bottom chapter presents links videos texts worth explore bought book mind numbers started read great im loving wonderful like course also great review pleasure touching real paper pages thank much,0.8,Positive,Strong
wow course exaggeration im definitely sponsored terrence sejnowski barbara oakley im writing course truly changed life short term clearly long term already see improvements university learning pomodoro technique already know apply many skills learning foundation course basic introduction course learning general really perfect anybody whos currently learning regard whatsoever high school university personal learning course gave probably give important skills abilities aid lifelong learning adventures,0.38,Neutral,Weak
struggling learn either material abundant difficult struggling learn efficiently would like reason class thank dr barbara oakly dr sejnoski taken enjoyed several courses coursera learning learn far helpful enjoyable important class absolutely great explore entire body works help us learn took extra time complete course wanted slow progressively implement suggested changes experienced lot improvement still working tricks fully take advantage course improve max absolutely one best courses online free,0.56,Positive,Strong
course used model courses course tells theyre going tell tell tell told course repeat told little bit later later yet much later im teasing slightly course say theyre going tell give chance practice told give another chance practice little later yet much later etc subtitles match speech subtitles correctly spelled speech correctly pronounced mix match points theyre making interleaving go way courses,0.06,Negative,Weak
course learning learn powerful mental tools help master tough subjects one fantastic courses take online course provides deep detailed look mental processes occur learning offers tools techniques used enhance understanding comprehension difficult subjects professors barbara oakley terrence sejnowski present material clearly straightforwardly making material easy understand even beginners course filled practical examples exercises help apply learned daily overall course great investment selfdevelopment lifelong learning highly recommend anyone looking improve learning abilities,0.32,Neutral,Weak
thank much professor dr barbara oakley course learn understand subconsciously things procrastination procrastination helpful harmful time manage course learning learn learned manage minimize accordingly need procrastinate need stop procrastinate go back task wish take course remind everything learned internalized course thank dr barbara oakley miss voice closing line every video lastly may know apply financial aid certificate course hope hear coursera team thank god bless everyone,0.21,Neutral,Weak
course may feel obvious title make mistake amazing journey understanding neuroscience human brain operates course kept pretty light approachable anyone age per opinion sooner complete course life thank future start taking step back observe understand little cues learn new skill concept instructors done great job condensing latest scientific research human brain understandable tidbits people outside research community new coursera platform definitely next course take,0.39,Neutral,Weak
lot great inspirational content pleasant teaching presentation transcriptlanguage read without video really clear vague instances quiet took bunch guessing figure interviewer guest meant say l info material soif one us creatives artists find bit overwhelmed take easy pick info think need complete course make think lot children students learning habits thats good thing got married years und little year old needs help learning learn opportunity learn help thanks coursera,0.51,Positive,Strong
life changing course learned much barbara oakley also highly recommend getting book goes course learning learn made better learner made enjoy entire process learning much intuitive concepts might seem repetitive especially took psychology neuropsychology courses concepts like pomodoro effect minutes focused learning followed minute reward memory techniques topics follow everyone college however way professors present material thorough couldnt help implement current studies course definite must highly recommend people struggling challenging coursework,0.35,Neutral,Weak
excellent course learning learn drbarbs presentation style amazing techniques mentioned course really helpful especially pomodoro technique loved got basic understanding neuroscientific perspective learning optional interview sessions icing cake really opportunity hear legend learners scientists varying disciplines geographies havent missed interview sessions would say shouldnt labelled optional students course listen interviews hats drbarb drterrence wonderful course thank much sharing bits knowledge benefit us waiting see courses team,0.76,Positive,Strong
studied many resources study skills addition topics taken many classes workshops read books listened audios one best classes ever taken well best hands learning learn told many people shared employer started using everything right away work moments day listen youre getting dressed dont time fun videos absorb much bonus material also excellent study skills testing anxiety around learninggetting wrong memory efficiency less procrastination significantly better barbara fun honest engaging teacher comes heart,0.76,Positive,Strong
nothing learn course seems particularly groundbreaking able hear simple point videos makes difference felt like ive heard especially discussing particular tools like pomodoro time something finally clicked think course taught children helpful behaviours enforced young age im starting journey preparations different certifications field work im eager see much better tools given course thank much also scheduled followup course mindshift use strengthen already acquired concepts build,0.37,Neutral,Weak
hi completed course learning learn gave fresh perspective look process learning place end product astonishing get hold explanations regarding brain functioning looked carelessly gave solid insight reasons brain activity aware since ages didnt knew technicalities behind particularly interviews barbara conducted learners researchers across world helped significantly mentors terrence sejnowski barbara oakley really helpful research imparted techniques would like especially thank barbara voice made learning simple enjoyable happy learning learn,0.39,Neutral,Weak
first would like say course bought immense changes within studying process dr barbara oakley maam kind friendly personinstructor ever met online classes made realize yes even also solve tougher mathematics sums tough exercises readings quite difficult previously dr terrence sejnowsky sir awesome instructor learning tips great achieve also dr oakley maam thank much maam sir wonderful course instructions overall loved course enjoyed much ill suggest course strongly guys suffering learn achieve difficult things concentrate studies,0.46,Positive,Weak
one word fantastic thank learning learn team tremendous effort making message available clearly passionate empowering learning also teaching first mooc complete end given courage expand horizons learn something new andor something scary never thought could possibly dont always natural something learn something new thank showing world anyone brilliant implementing smart effective efficient strategies well applying bit grit thank teaching us learn great highly recommended course absolutely everyone lifelong learners,0.48,Positive,Weak
outstanding course really learned lot improve learning putting knowledge practice many areas life distinction focus mode x diffuse mode helps understand learning cannot inertial action thing time variation extremely important also enjoyed lot taught techniques like pomodoro life changing together spaced learning im using anki another courses suggestion retrieving interleaving also made deal much better procrastination thank much opportunity ill take rest life share knowledge friends relatives im going also reccomend course,0.54,Positive,Strong
really like course highly evaluate materials taught barb oakley terry sejnowski actually learn lot things course particularly like pomodoro technique helps deal procrastination effectively also understand switch brain two modes say focused mode diffuse mode order productive really enjoy course would like share students assistant professor math used bad math even havent known learn new things effectively take awesome course strongly believe many people would like course learn lot thanks barb terry making wonderful course,0.63,Positive,Strong
exceptional course thoughtfully designed help person persona associate learning difficulties challenges past going experiences take right course action dr barbara oakley dr terrence sejnowski brilliant delivering thoughts make course effective one completed course one half years back lose impact yet many additional resources useful interviews many people exceptional fields would recommend course everyone getting regular weekly updates regarding field part course association great work started mindshift course hoping bring lot benefits positive feelings,0.65,Positive,Strong
heard lot course wanted take good experience become good point reference need go back certain sources since topics covered based scientific evidence listed exhaustive way recommend anyone student teacher never studied theme learning learn brain come us instruction manual everyone called build without minimum selfstudy learn learn lot valuable time wasted studying inefficiently many teachers know guide students improve small course like hours week month make difference change way teaching studying,0.49,Positive,Weak
really cannot find words describe amazing course ill start basics topic quite interesting material follows ideal structure easy go course moreover course goes far beyond learning school university offers tools hugely improve everyday life top lectures short concise entertaining instructors help lots understand saying cool consistent using tips mention lessons also tremendously charismatic felt like really cared even clearly dont even know exist even sad finished course thank much,0.48,Positive,Weak
strongly believe almost everyone benefit greatly taking course usually dont bother leave reviews course instructors dr barbara oakley dr terrence sejnowski truly deserve credit im gonna say course change life dont say lightly always thought fast effective learner even course made even better imagine could people think slow learners think cut difficult subjects maths physics deepest gratitude goes dr barbara oakley dr terrence sejnowski wish could one day meet thank personally bottom heart thank,0.42,Neutral,Weak
coursera,0.15,Neutral,Weak
started taking course understand learn better study techniques things learn going forth software engineer google currently spending years career wanted start relearning old concepts many new things fulltime employee necessary efficient learning methods fingertips could optimise worklifestudy balance course definitely provided simple things like working little bit something daily using recall rereading superhelpful even learning new techniques help daily work would definitely recommend course every fulltime student anyone starting learn new things,0.28,Neutral,Weak
maintain relevancy continued success professional world one needs environment continuous learning today many us long removed college classrooms easier said done time restricted distractions many responsibilities course provides wonderful set strategies techniques maximize upgrade learning capabilities basics like importance sleep intricate techniques like recall repetition helping unlearn several things learn new also fills lot hope possible everyone learn learn better terry barbara amazing job end course become something coach,0.62,Positive,Strong
hands one best courses personal development ever taken wish seen material like way sooner someone experiences content life better ideally covered spaced repetition easter egg right childhood teenagehood years going get course extremely valuable actionable insights learn anything effectively possible according science since learning new things one best things life right really get better would never able express gratitude towards barb terry taking time effort build precious material make easily accessible highly recommended,0.63,Positive,Strong
course quite interesting lot useful ideas believe techiques taught would definitely beneficial many subjects physicican recognize many areas medicine may require pure memory often understanding really part learning ideas behind making crazy sentences help jog memory lists definitely something used found useful although completed school many years ago still refer crazy sentences jog memory necessary enjoyed taking course thought instructors good wish could taken course many years ago could made medical school bit easier,0.39,Neutral,Weak
course compulsory areas education school universities barbaba oakley gifted teacher mentor great motivator always trap talent passion stereotype nowthanks course changed know thing neuroplasticity giving time hard work practice change talents passions always hated fancy find passion credo thanks course scientific research proved wrong approach good math logic drawing maybe become einstein bill gates leonardado da vinci definitely master foundation sciencesand far even without natural talent,0.25,Neutral,Weak
course give practical strategies effectively learn adult rather beating head wall gave new insights brain development learning strategies classrooms younger students barbara incredibly engaging speaker breaks concepts easily processed segmentsof course scholar dedicates learning learning easy learn terry one renowned neuroscientists world surprisingly manages translate research laymans terms without losing enthusiasm wouldnt mind retaking course annually brush scientific research dig thoroughly supplemental materials,0.65,Positive,Strong
started studying course back first year undergraduate student finished summer second year graduate school somehow always come back course exams coming guess way procrastinating however every time came back tried go little bit understanding learning process find motivation lectures unveil hardships go common enjoyed every video watched every test took although could harder honest apply techniques described everyday life would recommend course anyone definitely find lot useful knowledge practice daily,0.24,Neutral,Weak
course well structured professor barbara oakley professor terrance sejnowski delightful listening learning due powerful teaching skills exemples used helpful make easier picture mind concepts ideas topics addressed enjoyed various techniques also information brain functions learning something new certainly apply techniques improve learning process another aspect appreciate profuse amount reading suggestions gives consistence course provides us one path search knowledge thank much wonderful journey learning learn,0.69,Positive,Strong
course first course coursera fantastic way start new learning journey someone recently finished undergrad wish taken class earlier academic career clear connection brain science learning techniques truly illuminated flaws learning practices however information also confirmed strategies right learning helped grow confidence learning style know strategies ive learned course help learn new skills need achieve personal growth advance career thank barbara oakley enthusiasm wonderful lectures looking forward utilizing knowledge lifelong learning arda,0.44,Neutral,Weak
excellent course take pandemic wish course available high school even post secondary education days learn study effectively highly recommend course everyone isnt people going school help everyone every day life teaches learn effectively improve retaining information people included struggle procrastination techniques suggestions overcome simple effective applicable discipline dont expect fast results disciplined applying techniques little bit time everyday gradual improvements whatever youre learning,0.46,Positive,Weak
lot help even though started multiple times abandoned second third week since time language quite challenging spent twice much one video test trying get language filmed written ive completed try finally go mind numbers recalling information creating notes course ive spent almost double time worth learn learn spend less time studying get hours hobbies selfimprovement learn mnemonics even productive dont get productivity gurus advices close heart use advice save love bye,0.28,Neutral,Weak
though first st week sounded tad bit logical even bother explaining first place realised later necessary order understand material upcoming weeks real minor issue course static noise speakers microphone times either popped tad quiet forcing max volume slider hear talking amazing course highly recommend people want change perception learning whole lack foundations people fill course exactly nice friendly way especially tests,0.46,Positive,Weak
course recommended devs instructor leon noel course continue fundamental foundation learning devs many interests course needs apart educational systems curriculum students every education level barbara oakley phenomenal professor explains complex brain functions way supports real results towards success learning also understanding incredible brains really said enjoyed videos mentioned neurodiversity especially helpful neurodivergent allowed find joy confidence learning new challenging subjects,0.65,Positive,Strong
course rocks thought many different learning techniques get know brain works simple way without much background information right amount input get feeling apply knowledge every kind subject short videos easy persuade get started started want see another one lecturers prepared videos perfectly videos feel little bit connected able seemingly unmakeable keep motivated feel unmotivated study exam first watch one video sequences promptly motivated thanks lot putting course online love work,0.54,Positive,Strong
entirely enjoyed learning learn given insights skills imagined helpful also shown life face hardships dissimilar challenges depends us decipher dos donts us move better next time get something going good even change something profoundly important lives loved short lessons could listen read time loved barbara oakleys soft voice explaining subject detail often metaphors quizzes lesson set sense humour made whole thing actual fun would thoroughly recommend course anyone thank learning learn,0.58,Positive,Strong
rekha indonesia session learnt many things aware example brain two modes learning focus diffuse modes procrastinating skip problems feel hard rereading correct way learning recall understangs deliberatly practicing repetitions correct way learn memorize chunking new never heard course little difficult however finished successfully happy got opportunity improve enhance knowledge regarding learn thank much,0.31,Neutral,Weak
completing course ive realized procrastinated friend recommended course since st college year ive actually accomplished course last year college using tactics techniques ive learned along way course keep engaged interested learning learn eventually worked solid evidence anything completed informs coursera decide write review course inform people trying find techniques learn effectively productively course definitely great start using pomodoro minutes timmer start learning first lessons stop procrastinating,0.58,Positive,Strong
never forgot course first enrolled got halfway complete returned finish review learned learn rest early april purchased book mind numbers read back book awesome taking class exercises online plus submitting assignments really reinforced learning key concepts gave start dig deeper redoing class start finish simply picking left armed face new challenges class set way follow anywhere assignments convenience well worth time spent,0.39,Neutral,Weak
moment would find bored uninterested course comprehensive well put together easy follow importantly repetition learned topics reoccuring throughout course different chapters well tests really helped information sink without even trying anything extra completing chapter taking test addition course great references sources throughout course could ignore writing authors names personal list future reading material overall informative engaging course kept interest end thank much putting course together,0.38,Neutral,Weak
interesting course ive gained better understanding learning process brain works keeping information common errors obstacle learning something new useful habit tricks learn fruitful fashion ive really appreciate competence teach style two teachers id like thank work strongly recommend course especially students high school university contains helpful information proficient text exams course could seem less apt workers employees someone wants get better fails regular basis great starting point,0.44,Neutral,Weak
